zpid,rooms,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount
12643602,0,2,2,2,961,177045,33755000,-118305000,1982,256151
12644109,0,2,3,2,1189,151184,33753700,-118307000,1983,215165
12644209,0,2,2,2,1085,176184,33756800,-118306000,1987,382000
12644332,0,3,3,3,2013,34320,33756100,-118302000,1998,563000
12644478,0,1,3,1,958,4829,33746376,-118305091,1930,36675
12644601,0,1,2,1,670,4905,33746676,-118301957,1949,368000
12645565,0,2,4,2,1248,5594,33747182,-118289356,1915,287400
12645641,0,2,2,2,978,2597,33751868,-118288792,1992,254784
12646150,0,1,2,1,1157,5000,33746243,-118285711,1913,29943
12646279,0,1,2,1,996,5010,33744813,-118281376,1910,210620
12646340,0,1,2,1,988,5647,33744428,-118285629,1915,252419
12646401,0,2,3,2,1320,4500,33742997,-118285036,1917,136948
12646622,0,4,5,4,2661,5001,34056980,-118249543,1941,291346
12646691,0,6,7,6,3535,4988,33743048,-118296911,1987,376085
12646905,0,1,1,1,768,4999,34055089,-118253277,1921,32588
12647043,0,1,3,1,1083,5000,34051814,-118251691,1920,203043
12647477,0,1,2,1,1494,3499,33745847,-118302684,1926,256323
12647500,0,1,3,1,1235,6001,33744914,-118298447,1915,99035
12647768,0,1,3,1,1200,5007,34061078,-118256334,1923,37691
12648021,0,3,3,3,1890,3892,33739122,-118298226,2004,567874
12648044,0,3,4,3,1810,4619,33741336,-118300939,1973,397584
12648067,0,1,0,1,392,3343,33741152,-118301752,1946,17287
12648242,0,3,4,3,2731,7109,33738646,-118308448,2007,499968
12648627,0,2,3,2,2171,7246,33734873,-118294253,1951,560988
12648650,0,1,2,1,1189,4800,33733968,-118294750,1940,363227
12648696,0,1,2,1,1119,4800,34041585,-118265394,1949,49320
12648818,0,3,5,3,2280,4500,34039625,-118263051,2007,353689
12648879,0,4,6,4,3105,9361,34038083,-118264052,1949,556341
12649031,0,3,5,3,2615,4807,34038333,-118269237,1921,188813
12649385,0,2,3,2,1433,4999,34044079,-118257538,1921,173446
12650954,0,3,4,3,2123,5120,33724868,-118285420,1954,72778
12651053,0,1,2,1,1751,9492,33736629,-118301367,1923,75023
12651114,0,1,2,1,958,5176,33736347,-118297092,1977,191743
12651297,0,2,4,2,1628,8557,33734704,-118298935,1941,483309
12652108,0,2,4,2,2100,5285,33732292,-118306621,1920,226222
12652499,0,1,2,1,1007,6068,33729993,-118303291,1927,397136
12652599,0,3,2,3,1541,409117,33728327,-118309774,1998,494074
12653306,0,2,2,2,1152,4505,33726601,-118300579,1924,89103
12653375,0,8,8,8,3692,5398,34036201,-118282762,1965,540833
12653651,0,4,4,4,2370,5000,34035877,-118269887,1940,388334
12653697,0,1,3,1,1126,5000,33727215,-118291164,1911,231920
12653935,0,1,1,1,625,8892,33726700,-118294000,1976,147323
12654096,0,2,2,2,1035,14427,33725400,-118294000,1974,264506
12654441,0,3,5,3,3793,5000,34033212,-118279012,2007,495837
12654510,0,2,3,2,1921,9952,33722688,-118293452,1992,93401
12655275,0,2,2,2,1590,4999,34026024,-118276682,1931,172698
12655298,0,4,4,4,1890,2499,33720332,-118289138,2004,700000
12655536,0,1,1,1,976,3750,33717573,-118288576,1922,420000
12655712,0,2,2,2,872,2500,33716566,-118289463,1924,265406
12656057,0,2,3,2,1548,15478,33712700,-118291000,1980,403000
12656599,0,2,2,2,1114,36210,33720200,-118293000,1976,341632
12656829,0,2,4,2,1525,7105,34027213,-118281766,1951,430206
12656998,0,3,3,3,1672,6460,33715188,-118300505,1961,542281
12657259,0,4,4,4,3966,5902,33711957,-118301525,1950,1110000
12657405,0,2,3,2,1284,5500,33720557,-118303405,1945,59274
12657574,0,4,5,4,2607,5503,33719602,-118308099,1945,777064
12657674,0,4,5,4,2388,8288,34030409,-118285955,1945,183694
12657697,0,1,3,1,1036,5489,34030409,-118285857,1945,311180
12657720,0,1,3,1,1428,6438,33718637,-118301609,1954,86089
12658293,0,4,3,4,1864,1899,33341351,-118324652,1981,801279
12659109,0,1,1,1,749,47006,33339600,-118326000,1978,275800
12659699,0,2,4,2,1308,4138,33851879,-118384458,1926,349383
12660128,0,3,2,3,1240,26412,33853700,-118382000,1975,565100
12660228,0,1,3,1,1113,6000,33851009,-118379120,1952,82578
12660259,0,3,3,3,1811,6261,33851225,-118381343,1992,310556
12660404,0,2,2,2,1540,6029,33850205,-118379124,1950,836382
12660641,0,3,3,3,2822,6834,33850898,-118386600,1984,445867
12662062,0,3,3,3,1856,12022,33843900,-118379000,1983,613741
12662568,0,3,2,3,1473,28776,33842300,-118388000,1989,510105
12662621,0,2,2,2,1242,2801,33843641,-118384704,1923,195517
12662712,0,3,3,3,1896,12258,33840400,-118387000,1988,291346
12662827,0,2,2,2,984,47934,33838800,-118388000,1972,530000
12662926,0,1,2,1,698,2546,33836574,-118383796,1922,382529
12664026,0,1,1,1,648,2012,33837261,-118382828,1911,299000
12664072,0,4,4,4,3775,4263,33833594,-118381603,2002,1830000
12664387,0,3,5,3,3070,8203,33834228,-118377830,1954,892862
12664702,0,1,1,1,669,147100,33832700,-118377000,1970,308000
12664886,0,1,1,1,748,161763,33831300,-118377000,1970,142534
12665009,0,3,5,3,3478,5001,33829094,-118389139,1957,3926923
12665957,0,2,3,2,1776,5147,33834998,-118382323,1962,330118
12666141,0,3,2,3,1246,24168,33835100,-118390000,1974,691610
12666241,0,2,2,2,997,31633,33832600,-118390000,1971,608561
12666676,0,2,4,2,1569,5419,33827946,-118383837,1959,387017
12666699,0,1,3,1,1159,6093,33827639,-118379705,1941,323085
12666722,0,2,3,2,1802,6233,33827885,-118377135,1963,137749
12666845,0,4,4,4,1872,8107,33826805,-118382481,1925,639066
12666968,0,4,5,4,4058,7625,33824281,-118376705,1998,894077
12667106,0,5,4,5,2488,4751,33822385,-118374105,1952,627480
12667206,0,4,4,4,2425,9506,33825612,-118374790,1951,847686
12667435,0,1,3,1,1259,7837,33824027,-118382823,1950,103988
12667903,0,3,3,3,1541,87704,33819300,-118382000,1987,589150
12668151,0,3,5,3,2418,6014,33823845,-118385178,1927,842000
12668906,0,2,3,2,2584,7286,33809664,-118387601,2007,1276903
12670221,0,2,4,2,2352,6242,33804832,-118380132,1948,480824
12670612,0,2,3,2,1976,7330,33813778,-118375713,1951,114598
12671081,0,2,2,2,1948,7201,33812842,-118384143,1954,518334
12671219,0,2,4,2,3842,6500,33824628,-118371647,1952,1229532
12671342,0,2,5,2,1502,7988,33823320,-118371070,1952,380254
12671442,0,2,3,2,1330,5000,33821618,-118373110,1952,289373
12671872,0,2,3,2,1723,6916,33835303,-118372000,1955,321503
12671972,0,2,4,2,1511,6210,33832982,-118369901,1955,662473
12673287,0,3,4,3,1548,6045,33846974,-118376116,1960,220395
12673402,0,2,3,2,1532,6618,33841880,-118374668,1959,563239
12673594,0,2,4,2,1396,6116,33843104,-118372258,1959,108482
12673686,0,2,4,2,1499,7534,33844857,-118374013,1959,826183
12673732,0,2,4,2,1526,7279,33846229,-118375002,1959,539111
12673832,0,3,3,3,2679,4274,33838638,-118372806,1991,675083
12673984,0,2,3,2,1295,6610,33839680,-118366874,1959,107868
12674084,0,2,3,2,1301,6121,33840849,-118366189,1959,659493
12674184,0,2,3,2,1506,7150,33843630,-118366605,1961,775000
12674307,0,2,3,2,1244,6044,33846627,-118365206,1962,119897
12674414,0,4,4,4,2330,5997,33845813,-118362696,1964,676760
12674628,0,4,4,4,2284,5731,33850579,-118376386,1970,906762
12675058,0,2,3,2,1155,5453,33850331,-118370716,1956,754785
12675158,0,2,3,2,1161,6361,33848851,-118370046,1956,158460
12675258,0,3,4,3,2197,5000,33849855,-118375704,1970,146430
12675604,0,3,2,3,1718,926,33857485,-118367480,1976,122796
12675650,0,2,3,2,1775,5277,33855074,-118365219,1972,149950
12675773,0,1,3,1,1106,5659,33849715,-118365799,1955,84207
12676065,0,2,3,2,1435,5203,33856588,-118362064,1954,344543
12676165,0,2,3,2,1630,5445,33855322,-118361427,1954,689767
12676265,0,2,4,2,1468,5436,33856128,-118355358,1954,96847
12676365,0,2,3,2,2124,5424,33854496,-118357814,1985,442311
12676511,0,1,3,1,1120,5521,33851943,-118357078,1954,84203
12676757,0,3,4,3,2684,6361,33848853,-118356384,1990,840403
12676857,0,1,3,1,1115,5384,33851118,-118356979,1955,488052
12677003,0,1,3,1,1556,6361,33848853,-118359022,1955,105907
12677747,0,3,2,3,1323,48336,33839000,-118348000,1975,391912
12678719,0,2,3,2,1622,5396,33834785,-118357862,1956,179947
12678819,0,3,3,3,1227,5500,33832234,-118356050,1956,517706
12679434,0,2,4,2,1586,6062,33822349,-118365737,1954,126071
12679534,0,1,3,1,1064,5299,33821494,-118368257,1952,222777
12680007,0,3,4,3,2115,5725,33819627,-118354043,1955,114598
12680130,0,2,4,2,1639,6369,33815687,-118357581,1960,294916
12680230,0,2,4,2,1890,6559,33817244,-118358687,1960,133264
12680399,0,2,4,2,1571,6133,33815112,-118357784,1960,419263
12680445,0,2,4,2,1890,7557,33815522,-118360335,1960,479338
12680591,0,2,4,2,1641,7154,33813199,-118358630,1962,450002
12680675,0,2,3,2,1676,6214,33813649,-118356147,1962,484945
12680698,0,2,3,2,1496,6710,33813734,-118354890,1962,665894
12680820,0,2,3,2,1357,8679,33819326,-118365930,1950,324227
12680920,0,1,3,1,1064,9183,33818391,-118367959,1951,94708
12681066,0,2,4,2,1393,6493,33817579,-118365119,1956,685227
12681166,0,1,3,1,1293,6169,33815547,-118365784,1949,86652
12681842,0,2,3,2,1439,5640,33808902,-118363977,1953,530707
12681957,0,3,3,3,2557,7200,33807328,-118363454,1954,883110
12682080,0,2,4,2,1951,9889,33807191,-118369283,1956,157329
12682180,0,2,3,2,1578,6468,33805428,-118369413,1956,733856
12682326,0,2,3,2,1468,21616,33804949,-118361450,1956,113991
12682426,0,3,4,3,3014,10399,33805489,-118358722,1968,912154
12682449,0,3,4,3,2177,7582,33805942,-118359974,1966,843551
12682981,0,3,2,3,2010,6258,33801014,-118351063,1972,740000
12683050,0,2,4,2,1598,4933,33803753,-118356103,1948,841445
12683096,0,2,3,2,1512,4999,33800664,-118352771,1961,456535
12683134,0,2,4,2,1648,6000,33800422,-118353675,1962,867898
12683526,0,2,2,2,1377,5692,33794591,-118342041,1950,530227
12684002,0,2,4,2,1439,5659,33785815,-118337809,1954,732595
12684248,0,2,3,2,1634,5829,33785166,-118333140,1955,274073
12684632,0,4,5,4,2935,9487,33803355,-118365448,1953,160505
12684878,0,2,3,2,1748,8906,33799244,-118357537,1955,503572
12685385,0,3,3,3,2285,7627,33803888,-118377048,1960,1528949
12685600,0,4,6,4,2982,7757,33800995,-118370955,1961,618696
12685753,0,4,3,4,2695,38784,33803900,-118391686,1961,275565
12686533,0,3,3,3,2412,8301,33798236,-118393433,1956,989487
12686755,0,4,5,4,3402,9939,33784316,-118416649,1968,1607961
12686901,0,2,3,2,1630,4977,33782716,-118413631,1962,132753
12687108,0,3,3,3,3233,10991,33781455,-118412074,1965,218850
12687254,0,1,2,1,1515,6063,33781292,-118407027,1954,916961
12687323,0,3,5,3,2156,8582,33778598,-118415818,1941,121734
12687346,0,4,4,4,2118,10228,33777359,-118417112,1959,466156
12687369,0,3,5,3,3120,9442,33776812,-118418984,1975,1401607
12688121,0,9,6,9,9102,38296,33768469,-118406694,2003,5722214
12688167,0,4,4,4,3561,15029,33767710,-118403610,1978,1792836
12688190,0,4,4,4,4100,15056,33768518,-118404028,1978,2210390
12688213,0,2,3,2,1869,8755,33780609,-118406473,1957,226431
12688451,0,3,3,3,2251,7254,33774976,-118411471,1958,1528000
12688520,0,2,5,2,2190,8544,33774074,-118414604,1957,834614
12688689,0,2,3,2,1953,9069,33769035,-118410957,1955,1152685
12688927,0,2,4,2,1928,9393,33771890,-118410890,1957,139488
12688996,0,5,6,5,4883,15023,33779607,-118403033,1978,2850000
12689042,0,4,4,4,3851,16255,33775276,-118405554,1977,1656204
12689264,0,6,5,6,6023,39119,33786948,-118394065,2005,5991908
12689532,0,2,3,2,2193,10454,33793155,-118390254,1951,177585
12690269,0,3,4,3,1958,8917,33788481,-118373054,1956,589483
12690292,0,2,3,2,1390,9302,33787757,-118374605,1956,100935
12690583,0,2,2,2,1021,30467,33798890,-118348564,1984,453890
12690659,0,3,3,3,1945,6238,33795398,-118346622,1975,327196
12690782,0,4,4,4,2773,7388,33792864,-118339050,1975,577927
12691128,0,3,3,3,2050,5192,33793293,-118346720,1977,245257
12691295,0,4,5,4,3498,17252,33794980,-118359560,1959,1108753
12691717,0,2,2,2,951,433845,33785200,-118342000,1973,413090
12691817,0,2,2,2,951,433845,33785200,-118342000,1973,308303
12692040,0,3,3,3,2054,7497,33784185,-118314032,1924,94197
12692324,0,3,4,3,2406,8427,33779897,-118312890,1968,429907
12692424,0,3,4,3,2406,7182,33781500,-118316236,1967,787000
12692962,0,2,2,2,1103,127113,33757100,-118313000,1979,381472
12693085,0,2,3,2,1519,6693,33756506,-118314579,1960,112559
12693446,0,3,4,3,3101,21361,33780164,-118336431,1947,1700275
12693606,0,2,3,2,1422,40346,33773551,-118331411,1948,240537
12693652,0,3,4,3,2522,13705,33774062,-118330179,1950,1379533
12693752,0,3,4,3,2226,11260,33772438,-118329021,1960,1350000
12693844,0,5,4,5,5538,44265,33779148,-118321802,1963,901214
12693944,0,4,5,4,3515,39485,33780750,-118319514,1978,893149
12694443,0,3,4,3,2016,10369,33765704,-118311685,1959,795583
12694680,0,1,2,1,1002,5866,33787397,-118320634,1948,475000
12694894,0,2,2,2,1485,38306,33785500,-118319000,1979,226927
12694970,0,3,3,3,1318,60890,33788300,-118318000,1976,377000
12695123,0,2,3,2,1913,9568,33787122,-118314514,1994,380598
12695215,0,3,3,3,1319,5435,33786009,-118314215,1955,58094
12695536,0,2,2,2,1033,19568,33788600,-118308000,1981,170084
12695720,0,3,4,3,2484,12748,33768277,-118318837,1956,724379
12695820,0,2,3,2,1959,22175,33763753,-118317685,1955,799502
12696204,0,3,3,3,2308,17528,33754829,-118318874,1960,789050
12696342,0,1,2,1,741,6818,33753805,-118310333,1950,602000
12697010,0,2,3,2,1250,10498,33747523,-118311579,1955,587367
12697278,0,2,4,2,2747,11955,33739296,-118332356,1962,1090000
12697378,0,3,5,3,2530,30555,33736325,-118335578,1969,387993
12697724,0,1,3,1,1143,8985,33745579,-118311358,1953,84611
12697824,0,2,3,2,1655,6608,33746008,-118315529,1955,451347
12698147,0,1,1,1,760,311190,33741700,-118318000,1971,175751
12698247,0,2,2,2,1143,311190,33741700,-118318000,1971,146175
12698370,0,2,4,2,1405,7013,33739353,-118314571,1955,406967
12698516,0,3,4,3,2665,5000,33741419,-118311904,1974,520590
12698616,0,2,2,2,1148,356286,33740300,-118319000,1971,179087
12698962,0,2,4,2,1791,6892,34054065,-118270337,1962,387821
12699085,0,1,2,1,1014,8905,33734232,-118315297,1951,244508
12699208,0,2,4,2,2124,9216,33732799,-118313634,1951,178420
12699507,0,2,3,2,1639,17691,33746112,-118321388,1939,945000
12699829,0,2,3,2,2448,10305,33734737,-118325740,1957,624909
12699975,0,3,4,3,2448,14520,33734953,-118319825,1969,714034
12699998,0,2,3,2,1952,5395,33729132,-118319520,1962,115419
12700021,0,3,3,3,2059,7081,33725569,-118315947,1955,181959
12700167,0,2,3,2,1728,7309,33727350,-118314083,1957,325224
12700413,0,2,3,2,1556,5664,33727999,-118316392,1960,728465
12700436,0,2,3,2,1952,6246,33726622,-118321230,1961,120310
12700536,0,3,4,3,2552,5763,33727751,-118323637,1964,513593
12700712,0,3,2,3,1360,85498,34033956,-118315026,1969,322934
12701265,0,3,3,3,2064,8466,33722135,-118324417,1959,133850
12701495,0,3,3,3,1894,12513,33738432,-118351480,1960,613836
12701718,0,2,4,2,1943,14644,33735292,-118344796,1963,319419
12701841,0,5,5,5,4856,15007,33731728,-118342799,1997,1449983
12702214,0,4,4,4,3533,14090,33746695,-118325613,1975,1406943
12702904,0,3,5,3,3840,103047,33747467,-118353982,1953,230073
12703103,0,2,3,2,2305,21450,33762448,-118334619,1978,344436
12704530,0,3,2,3,3413,22478,33743413,-118382874,1968,1909220
12704645,0,2,2,2,1565,753134,33741900,-118389000,1964,310994
12705041,0,4,3,4,3556,4940,33741883,-118390586,1984,824579
12705133,0,4,4,4,3470,15119,33747175,-118390288,1998,1254193
12705417,0,3,3,3,2278,9381,33765383,-118375819,1965,966623
12705517,0,3,4,3,2374,9114,33762632,-118377262,1964,677294
12705832,0,3,5,3,2784,9809,33781573,-118367250,1967,993481
12705978,0,3,3,3,2001,17929,33783010,-118357670,1957,823551
12706101,0,3,3,3,1992,13164,33785071,-118361341,1957,795818
12706462,0,2,4,2,1730,9794,33790085,-118363983,1956,109141
12706562,0,2,4,2,1891,14911,33788937,-118367269,1956,674613
12706662,0,2,4,2,1596,8386,33787785,-118362735,1957,98692
12706785,0,3,4,3,2963,16096,33786568,-118363599,1957,1284312
12706931,0,2,3,2,1860,13593,33783324,-118371071,1961,880000
12707177,0,2,3,2,1292,9464,33783222,-118373496,1957,892000
12707277,0,2,4,2,1890,8257,33778467,-118374404,1958,585020
12707438,0,2,4,2,2024,11871,33786906,-118376259,1956,126239
12707784,0,4,7,4,3226,18731,33788342,-118381109,1960,3048772
12707907,0,3,4,3,2241,8354,33784281,-118384289,1960,822568
12708007,0,2,3,2,1799,10174,33780293,-118386613,1962,107458
12708153,0,5,4,5,4096,14960,33755959,-118389876,1970,1106262
12708176,0,3,3,3,2149,15385,33758932,-118392205,1976,1419600
12708222,0,3,4,3,3160,15093,33755256,-118390700,1978,551290
12708245,0,4,4,4,3727,14968,33754737,-118392784,1971,1754364
12708268,0,3,4,3,2813,15224,33752761,-118394780,1961,563351
12708667,0,4,4,4,4788,21783,33757892,-118378642,1980,1537901
12708988,0,2,4,2,2103,10666,33751434,-118405094,1960,364364
12709111,0,2,3,2,2602,10549,33757600,-118409670,2006,1393095
12709318,0,4,5,4,3184,10323,33760561,-118407999,1966,930319
12709418,0,4,6,4,3263,10557,33757134,-118406526,1969,1047214
12709700,0,2,4,2,1617,7980,33769660,-118401026,1963,503117
12709923,0,3,5,3,2625,7560,33776201,-118396209,1964,1376000
12710023,0,3,4,3,2420,7405,33771331,-118393605,1970,748534
12710361,0,3,5,3,2788,6806,33767644,-118396335,1972,172946
12710707,0,4,5,4,3391,9021,33779107,-118402576,1962,1384109
12710807,0,2,4,2,2078,9010,33781579,-118395940,1963,411642
12710930,0,3,4,3,2056,10173,33774106,-118393095,1962,728932
12711030,0,2,3,2,1474,9309,33781071,-118393502,1962,111419
12711130,0,2,4,2,2385,10638,33780330,-118396894,1964,743753
12711230,0,2,4,2,1816,14268,33778136,-118399817,1962,767299
12711330,0,3,5,3,2265,15226,33773743,-118390045,1971,179757
12711453,0,3,4,3,2178,9264,33774963,-118386864,1965,1092652
12711553,0,3,4,3,1998,9294,33770143,-118387301,1967,191952
12711676,0,4,5,4,3206,12183,33767771,-118385643,1979,895185
12711722,0,6,5,6,4354,10067,33770026,-118383880,1990,1043601
12711836,0,3,4,3,3392,12677,33769298,-118389876,1968,436784
12712343,0,4,4,4,3410,20686,33761864,-118384776,1981,1021929
12712765,0,2,3,2,2392,7507,33776465,-118370618,1959,955883
12712865,0,2,4,2,1834,7882,33774399,-118371210,1959,623503
12712965,0,2,4,2,1854,9310,33775222,-118366690,1965,126227
12713280,0,3,5,3,2494,11739,33771280,-118364969,1967,1183176
12713379,0,2,2,2,1490,753676,33776720,-118390455,1976,488053
12713479,0,3,2,3,1950,520034,33777334,-118389241,1975,328377
12713902,0,3,3,3,1595,419781,33775679,-118385832,1974,349580
12714025,0,1,1,1,845,43075,33775600,-118384000,1974,325128
12714148,0,2,2,2,1071,215359,33772500,-118383000,1969,210712
12714462,0,3,5,3,3228,45111,33757392,-118401744,1973,1848308
12714562,0,3,4,3,3422,12523,33763093,-118400195,1969,1642167
12714685,0,3,4,3,2975,12530,33756886,-118395993,1976,1076663
12714854,0,5,5,5,5549,20941,33751901,-118397889,1990,1925580
12715194,0,3,2,3,2114,1356,33773939,-118379217,1974,942623
12715340,0,2,2,2,1600,2056,33772280,-118378187,1974,688000
12715440,0,2,2,2,1590,2039,33770291,-118378687,1975,473789
12715647,0,2,4,2,1763,3775,33959911,-118083930,1972,123745
12715839,0,1,3,1,1155,6557,33960319,-118081385,1950,207323
12716921,0,2,4,2,1811,5063,33954632,-118082678,1950,98651
12717513,0,1,2,1,1078,5321,33956406,-118086591,1950,96544
12717589,0,2,2,2,1084,1677,33947586,-118090759,1979,176990
12717796,0,2,4,2,1610,5460,33943407,-118092800,1952,368417
12718065,0,2,3,2,1282,5488,33941532,-118092149,1951,218011
12718334,0,3,3,3,1514,2164,33947352,-118089026,1994,261169
12718587,0,2,2,2,1034,1202,33936300,-118083000,1977,283247
12718902,0,2,3,2,1499,4885,33945150,-118084239,1951,106657
12720102,0,1,3,1,1138,5467,33931215,-118077439,1949,189213
12720325,0,3,3,3,1366,2871,33927202,-118079244,1983,169564
12720548,0,2,3,2,1391,5077,33927408,-118074500,1949,59975
12721593,0,3,3,3,1801,5472,33934825,-118086791,1953,438000
12721801,0,3,5,3,2642,9564,33926771,-118088212,1967,401648
12721932,0,3,3,3,1562,5722,33924826,-118086739,1950,175737
12721986,0,1,3,1,1106,5318,33924302,-118084996,1953,300010
12722163,0,1,3,1,1302,5206,33933059,-118095125,1953,338087
12722263,0,1,2,1,872,5377,33931396,-118095966,1951,251792
12722363,0,1,3,1,995,5459,33929846,-118096287,1951,210604
12722463,0,3,5,3,2236,6572,33928703,-118093651,1950,347888
12722563,0,2,4,2,1417,6563,33930907,-118090166,1950,227622
12722847,0,1,3,1,986,5553,33930858,-118098716,1952,204034
12723206,0,3,3,3,1961,5019,33919967,-118110031,1999,294125
12723611,0,2,3,2,1064,5591,33918273,-118108653,1974,271132
12723711,0,1,3,1,1149,5300,33921051,-118107329,1955,51355
12724157,0,4,6,4,2456,13515,33926792,-118090065,1977,153172
12724180,0,1,3,1,1038,5143,33924679,-118092653,1951,284297
12724249,0,1,3,1,1038,4784,33925017,-118091855,1951,360000
12724372,0,1,3,1,1130,4704,33922380,-118091063,1951,252612
